stt,tên việc,link
1,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
2,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
4,Nhân Viên IT,https://vn.joboko.com/viec-lam-nhan-vien-it-xvi6113093
5,Nhóm trưởng chuyên môn Tin học,https://vn.joboko.com/viec-lam-nhom-truong-chuyen-mon-tin-hoc-xvi6113676
6,Trưởng Ban Quản Lý Kiêm Kỹ Sư Trưởng Tòa Nhà,https://vn.joboko.com/viec-lam-truong-ban-quan-ly-kiem-ky-su-truong-toa-nha-xvi6106130
7,Nhân Viên Thiết Kế Bản Vẽ Hạ Tầng Viễn Thông,https://vn.joboko.com/viec-lam-nhan-vien-thiet-ke-ban-ve-ha-tang-vien-thong-xvi6057017
8,Chuyên Viên/Chuyên Viên Cao Cấp Phát Triển Sản Phẩm Khách Hàng Doanh Nghiệp - Hội Sở Hà Đông,https://vn.joboko.com/viec-lam-chuyen-vien-chuyen-vien-cao-cap-phat-trien-san-pham-khach-hang-doanh-nghiep-hoi-so-ha-dong-xvi6098775
9,Nhân viên IoT,https://vn.joboko.com/viec-lam-nhan-vien-iot-xvi6036629
10,Nhân viên Lập trình ứng dụng,https://vn.joboko.com/viec-lam-nhan-vien-lap-trinh-ung-dung-xvi6008784
11,Giáo viên STEM,https://vn.joboko.com/viec-lam-giao-vien-stem-xvi5783672
12,"Nhân viên lập trình và quản lý web,",https://vn.joboko.com/viec-lam-nhan-vien-lap-trinh-va-quan-ly-web-xvi6077359
13,Backend Developer (Python/Typescript),https://vn.joboko.com/viec-lam-backend-developer-python-typescript-xvi5964528
14,Learning & Development Manager,https://vn.joboko.com/viec-lam-learning-development-manager-xvi6071306
15,Cộng Tác Viên Kinh Doanh Phần Mềm Menu Điện Tử,https://vn.joboko.com/viec-lam-cong-tac-vien-kinh-doanh-phan-mem-menu-dien-tu-xvi6078453
