stt,tên việc,link
1,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
2,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
4,Nhân Viên Kinh Doanh Thị Trường,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-thi-truong-xvi5977249
5,"Lập Trình Viên Web (.NET Core, Vue.Js)",https://vn.joboko.com/viec-lam-lap-trinh-vien-web-net-core-vue-js-xvi6089488
6,Nhân Viên Agency (Quản Lý Idol Và Vận Hành Livestream),https://vn.joboko.com/viec-lam-nhan-vien-agency-quan-ly-idol-va-van-hanh-livestream-xvi6070718
7,CTV Kinh Doanh - Loa Thanh Toán MBBank,https://vn.joboko.com/viec-lam-ctv-kinh-doanh-loa-thanh-toan-mbbank-xvi6070948
8,Mobile Developer (Android/IOS)-Lương Upto 20.000.000đ- Làm Việc Tại Thái Nguyên,https://vn.joboko.com/viec-lam-mobile-developer-android-ios-luong-upto-20-000-000d-lam-viec-tai-thai-nguyen-xvi6002188
9,Nhân viên Kỹ Thuật Phần Mềm,https://vn.joboko.com/viec-lam-cellphones-nhan-vien-ky-thuat-phan-mem-xvi4487263
