stt,tên việc,link
1,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
2,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
4,"Nhân Viên Kỹ Thuật (Điện, Cơ Khí)",https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-dien-co-khi-xvi6064703
5,Chuyên Viên/Chuyên Viên Cao Cấp Phát Triển Sản Phẩm Khách Hàng Doanh Nghiệp - Hội Sở Hà Đông,https://vn.joboko.com/viec-lam-chuyen-vien-chuyen-vien-cao-cap-phat-trien-san-pham-khach-hang-doanh-nghiep-hoi-so-ha-dong-xvi6098775
6,Nhân Viên IT / IT Staff,https://vn.joboko.com/viec-lam-nhan-vien-it-it-staff-xvi5909788
7,"NHÂN VIÊN KINH DOANH VIỄN THÔNG FPT KHU VỰC Ô MÔN, THỐT NỐT",https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-vien-thong-fpt-khu-vuc-o-mon-thot-not-xvi5988275
8,Nhân Viên Agency (Quản Lý Idol Và Vận Hành Livestream),https://vn.joboko.com/viec-lam-nhan-vien-agency-quan-ly-idol-va-van-hanh-livestream-xvi6070718
9,Kỹ Sư Điện,https://vn.joboko.com/viec-lam-ky-su-dien-xvi5835913
10,CTV Kinh Doanh - Loa Thanh Toán MBBank,https://vn.joboko.com/viec-lam-ctv-kinh-doanh-loa-thanh-toan-mbbank-xvi6070948
11,Kĩ Sư Vận Hành Điện Gió Thu Nhập Từ 22- 30 Triệu,https://vn.joboko.com/viec-lam-ki-su-van-hanh-dien-gio-thu-nhap-tu-22-30-trieu-xvi6005155
12,Xây Dựng Nền Tảng Số Quản Trị Bền Vững Ngành Tôm (SSVN) Dự Án Quản Trị Bền Vững Ngành Tôm,https://vn.joboko.com/viec-lam-xay-dung-nen-tang-so-quan-tri-ben-vung-nganh-tom-ssvn-du-an-quan-tri-ben-vung-nganh-tom-xvi6112497
13,Nhân Viên Kỹ Thuật - Không Kinh Nghiệm,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-khong-kinh-nghiem-xvi6058477
14,Nhân viên Kỹ Thuật Phần Mềm,https://vn.joboko.com/viec-lam-cellphones-nhan-vien-ky-thuat-phan-mem-xvi4487263
15,Nhân Viên Kinh Doanh - Cà Mau,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-ca-mau-xvi5351638
16,[CÀ MAU] KỸ THUẬT VIÊN SỬA CHỮA ĐIỆN THOẠI,https://vn.joboko.com/viec-lam-caxz-mau-ky-thuat-vien-sua-chua-dien-thoai-xvi5939466
