stt,tên việc,link
1,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
2,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
4,Kỹ Sư Điện Trang Trại Chăn Nuôi,https://vn.joboko.com/viec-lam-ky-su-dien-trang-trai-chan-nuoi-xvi6113612
5,"Nhân Viên Kinh Doanh Phần Mềm Quản Lý Bán Hàng (Thu Nhập 15-30tr/Tháng, Không Yêu Cầu Kinh Nghiệm)",https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-phan-mem-quan-ly-ban-hang-thu-nhap-15-30tr-thang-khong-yeu-cau-kinh-nghiem-xvi6019252
6,Cộng Tác Viên Kinh Doanh Phần Mềm & AI,https://vn.joboko.com/viec-lam-cong-tac-vien-kinh-doanh-phan-mem-ai-xvi6058669
7,Nhân Viên Agency (Quản Lý Idol Và Vận Hành Livestream),https://vn.joboko.com/viec-lam-nhan-vien-agency-quan-ly-idol-va-van-hanh-livestream-xvi6070718
8,"CTV Bán Hàng Dịch Vụ , Phần Mềm",https://vn.joboko.com/viec-lam-ctv-ban-hang-dich-vu-phan-mem-xvi6103232
9,Cộng Tác Viên Đo Kiểm,https://vn.joboko.com/viec-lam-cong-tac-vien-do-kiem-xvi6104975
10,CTV Kinh Doanh - Loa Thanh Toán MBBank,https://vn.joboko.com/viec-lam-ctv-kinh-doanh-loa-thanh-toan-mbbank-xvi6070948
11,Nhân Viên Báo Giá - Nghành Tủ Điện,https://vn.joboko.com/viec-lam-nhan-vien-bao-gia-nghanh-tu-dien-xvi6069068
12,Tuyển dụng NHÂN VIÊN KINH DOANH PHẦN MỀM SENTO KHU VỰC ĐẮK LẮK tại Đắk Lắk,https://vn.joboko.com/viec-lam-tuyen-dung-nhan-vien-kinh-doanh-phan-mem-sento-khu-vuc-dak-lak-tai-dak-lak-xvi6057391
13,Nhân Viên Kỹ Thuật,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-xvi6064720
14,Nhân Viên Bán Hàng Điện Máy PC PS Promoter,https://vn.joboko.com/viec-lam-nhan-vien-ban-hang-dien-may-pc-ps-promoter-xvi6095946
15,Vận Hành Controller,https://vn.joboko.com/viec-lam-van-hanh-controller-xvi6062649
16,Nhân Viên Kinh Doanh,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-xvi6114320
17,CTV Kinh Doanh Giải Pháp Công Nghệ,https://vn.joboko.com/viec-lam-ctv-kinh-doanh-giai-phap-cong-nghe-xvi6072058
18,Nhân viên Kỹ Thuật Phần Mềm,https://vn.joboko.com/viec-lam-cellphones-nhan-vien-ky-thuat-phan-mem-xvi4487263
19,Giáo viên Tin Học/Robotics (Buôn Ma Thuột - Đắk Lắk),https://vn.joboko.com/viec-lam-giao-vien-tin-hoc-robotics-buon-ma-thuot-dak-lak-xvi6028597
20,Technician - Sửa Chữa Máy Game (Fulltime/PartTime),https://vn.joboko.com/viec-lam-technician-sua-chua-may-game-fulltime-parttime-xvi6096657
21,Chuyên Viên Kinh Doanh - Không Yêu Cầu Kinh Nghiệm,https://vn.joboko.com/viec-lam-chuyen-vien-kinh-doanh-khong-yeu-cau-kinh-nghiem-xvi6082890
