stt,tên việc,link
1,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
2,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
4,Nhân Viên Kinh Doanh Làm Việc Tại Cửa Hàng,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-lam-viec-tai-cua-hang-xvi6086329
5,Nhân Viên Kinh Doanh Kỹ Thuật - Sales Engineer,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-ky-thuat-sales-engineer-xvi6079139
6,Kỹ Sư Điện,https://vn.joboko.com/viec-lam-ky-su-dien-xvi6078952
7,Nhân Viên Agency (Quản Lý Idol Và Vận Hành Livestream),https://vn.joboko.com/viec-lam-nhan-vien-agency-quan-ly-idol-va-van-hanh-livestream-xvi6070718
8,Nhân Viên IT,https://vn.joboko.com/viec-lam-nhan-vien-it-xvi6054330
9,"Kỹ Sư Thuộc Bộ Phận FATP (TE, PE, AME)",https://vn.joboko.com/viec-lam-ky-su-thuoc-bo-phan-fatp-te-pe-ame-xvi6076339
10,Kỹ Sư M&E,https://vn.joboko.com/viec-lam-ky-su-m-e-xvi6100700
11,Kỹ Sư Cơ Điện (M&E),https://vn.joboko.com/viec-lam-ky-su-co-dien-m-e-xvi6107009
12,Nhân Viên Tư Vấn Bán Hàng/ Kỹ Thuật,https://vn.joboko.com/viec-lam-nhan-vien-tu-van-ban-hang-ky-thuat-xvi5869645
13,Kỹ Sư Thiết Kế Điện,https://vn.joboko.com/viec-lam-ky-su-thiet-ke-dien-xvi6100887
14,Photoshop - Hậu Kỳ,https://vn.joboko.com/viec-lam-photoshop-hau-ky-xvi6071677
15,Nhân Viên Quay Dựng,https://vn.joboko.com/viec-lam-nhan-vien-quay-dung-xvi6107539
16,Photographer Chụp Ảnh Bé Và Gia Đình,https://vn.joboko.com/viec-lam-photographer-chup-anh-be-va-gia-dinh-xvi6003072
17,Nhân Viên Nghiên Cứu Điện Tử Viễn Thông..,https://vn.joboko.com/viec-lam-nhan-vien-nghien-cuu-dien-tu-vien-thong-xvi6092787
18,Nhân Viên Tư Vấn - Phần Mềm Top 1,https://vn.joboko.com/viec-lam-nhan-vien-tu-van-phan-mem-top-1-xvi6061399
19,Chuyên Viên Tư Vấn Phần Mềm KiotViet,https://vn.joboko.com/viec-lam-chuyen-vien-tu-van-phan-mem-kiotviet-xvi6061398
20,NHÂN VIÊN TƯ VẤN,https://vn.joboko.com/viec-lam-nam-dinh-nhan-vien-tu-van-xvi5636526
21,Chuyên Viên Kinh Doanh - Phát Triển Thị Trường,https://vn.joboko.com/viec-lam-chuyen-vien-kinh-doanh-phat-trien-thi-truong-xvi6060438
22,[NAM ĐỊNH] CHUYÊN VIÊN KINH DOANH,https://vn.joboko.com/viec-lam-nam-dinh-chuyen-vien-kinh-doanh-xvi6038821
