stt,tên việc,link
14,Nhân Viên Agency (Quản Lý Idol Và Vận Hành Livestream),https://vn.joboko.com/viec-lam-nhan-vien-agency-quan-ly-idol-va-van-hanh-livestream-xvi6070718
15,Kỹ Sư Chất Lượng - Quality Engineer,https://vn.joboko.com/viec-lam-ky-su-chat-luong-quality-engineer-xvi6058244
16,"Senior Golang Backend Developer English, DevOps",https://vn.joboko.com/viec-lam-senior-golang-backend-developer-english-devops-xvi6053475
17,Nhân Viên Quay Dựng Video,https://vn.joboko.com/viec-lam-nhan-vien-quay-dung-video-xvi6069408
18,Nhân Viên IT,https://vn.joboko.com/viec-lam-nhan-vien-it-xvi5962591
19,Nhân Viên Bảo Trì Điện,https://vn.joboko.com/viec-lam-nhan-vien-bao-tri-dien-xvi6107573
20,Nhân Viên Designer,https://vn.joboko.com/viec-lam-nhan-vien-designer-xvi6023483
21,Photographer,https://vn.joboko.com/viec-lam-photographer-xvi6058592
22,Kỹ Sư Ống Gió / Biết Sử Dụng AutoCAD / Nhà Máy Bình Dương / Đi Làm Ngay,https://vn.joboko.com/viec-lam-ky-su-ong-gio-biet-su-dung-autocad-nha-may-binh-duong-di-lam-ngay-xvi6078727
23,Kỹ Sư Tự Động Hoá,https://vn.joboko.com/viec-lam-ky-su-tu-dong-hoa-xvi6082324
24,Manufacture Test Engineer,https://vn.joboko.com/viec-lam-manufacture-test-engineer-xvi6091964
25,Chỉ Huy Trưởng Cơ Điện - Thu Nhập Lên Tới 30 Triệu/Tháng,https://vn.joboko.com/viec-lam-chi-huy-truong-co-dien-thu-nhap-len-toi-30-trieu-thang-xvi6042974
26,Nhân Viên Công Nghệ Thông Tin,https://vn.joboko.com/viec-lam-nhan-vien-cong-nghe-thong-tin-xvi6063450
27,Chuyên Viên Quay Dựng Video / Video Editor - Tân Phú (HCM),https://vn.joboko.com/viec-lam-chuyen-vien-quay-dung-video-video-editor-tan-phu-hcm-xvi6071686
28,Nhân Viên Kỹ Thuật Viễn Thông,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-vien-thong-xvi5936979
29,"Senior Frontend Developer ReactJS, NextJS, English",https://vn.joboko.com/viec-lam-senior-frontend-developer-reactjs-nextjs-english-xvi6054082
30,Nhân Viên Kinh Doanh/Sales Thị Trường (Chỉ Tuyển Nam) Mảng Thiết Bị Điện Lương Cứng Không Phụ Thuộc Doanh Số - Thu Nhập 13-18 Triệu/Tháng - Hà Nội,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-sales-thi-truong-chi-tuyen-nam-mang-thiet-bi-dien-luong-cung-khong-phu-thuoc-doanh-so-thu-nhap-13-18-trieu-thang-ha-noi-xvi5792707
31,Nhân Viên Sale Dịch Vụ Tiktok- Thu Nhập 20-45 Triệu/ Tháng- Tại Hồ Chí Minh,https://vn.joboko.com/viec-lam-nhan-vien-sale-dich-vu-tiktok-thu-nhap-20-45-trieu-thang-tai-ho-chi-minh-xvi6094657
32,Kỹ Thuật,https://vn.joboko.com/viec-lam-ky-thuat-xvi6065514
33,Nhân Viên Tư Vấn Phần Mềm Trực Tiếp,https://vn.joboko.com/viec-lam-nhan-vien-tu-van-phan-mem-truc-tiep-xvi6073522
34,Nhân Viên Nhập Dữ Liệu Phần Mềm SAP,https://vn.joboko.com/viec-lam-nhan-vien-nhap-du-lieu-phan-mem-sap-xvi5843079
35,CRM Manager,https://vn.joboko.com/viec-lam-crm-manager-xvi6060727
36,Nhân Viên Tư Vấn - Phần Mềm Top 1,https://vn.joboko.com/viec-lam-nhan-vien-tu-van-phan-mem-top-1-xvi6061399
37,Chuyên Viên Tư Vấn Phần Mềm KiotViet,https://vn.joboko.com/viec-lam-chuyen-vien-tu-van-phan-mem-kiotviet-xvi6061398
38,Senior Automation Tester,https://vn.joboko.com/viec-lam-senior-automation-tester-xvi4985248
39,Chuyên Viên Kinh Doanh - Phát Triển Thị Trường,https://vn.joboko.com/viec-lam-chuyen-vien-kinh-doanh-phat-trien-thi-truong-xvi6060438
