stt,tên việc,link
1,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
2,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
4,Giám Sát Hiện Trường Cơ Điện,https://vn.joboko.com/viec-lam-giam-sat-hien-truong-co-dien-xvi6117030
5,Kỹ Sư Cơ Điện,https://vn.joboko.com/viec-lam-ky-su-co-dien-xvi6080289
6,Kỹ Sư QS M&E,https://vn.joboko.com/viec-lam-ky-su-qs-m-e-xvi6104361
7,Giám Sát Hiện Trường Cơ Điện,https://vn.joboko.com/viec-lam-giam-sat-hien-truong-co-dien-xvi6107906
8,Nhân Viên Vận Hành Hệ Thống Xử Lí Nước Thải,https://vn.joboko.com/viec-lam-nhan-vien-van-hanh-he-thong-xu-li-nuoc-thai-xvi5709416
9,Giám Sát Hiện Trường Cơ Điện,https://vn.joboko.com/viec-lam-giam-sat-hien-truong-co-dien-xvi6107967
10,Nhân Viên Agency (Quản Lý Idol Và Vận Hành Livestream),https://vn.joboko.com/viec-lam-nhan-vien-agency-quan-ly-idol-va-van-hanh-livestream-xvi6070718
11,ERP Technical Lead,https://vn.joboko.com/viec-lam-erp-technical-lead-xvi6074877
12,Product Development Executive,https://vn.joboko.com/viec-lam-product-development-executive-xvi5939815
13,Kỹ Sư Ống Gió / Biết Sử Dụng AutoCAD / Nhà Máy Bình Dương / Đi Làm Ngay,https://vn.joboko.com/viec-lam-ky-su-ong-gio-biet-su-dung-autocad-nha-may-binh-duong-di-lam-ngay-xvi6078727
14,Nhân Viên Bảo Trì Cơ Điện,https://vn.joboko.com/viec-lam-nhan-vien-bao-tri-co-dien-xvi6074849
15,Giám Sát Hiện Trường Cơ Điện,https://vn.joboko.com/viec-lam-giam-sat-hien-truong-co-dien-xvi6107969
16,NHÂN VIÊN IT,https://vn.joboko.com/viec-lam-nhan-vien-it-xvi6059850
17,Product Development Engineering Staff (New Factory),https://vn.joboko.com/viec-lam-product-development-engineering-staff-new-factory-xvi6074162
18,NHÂN VIÊN IT PHẦN CỨNG (TIẾNG TRUNG CƠ BẢN),https://vn.joboko.com/viec-lam-nhan-vien-it-phan-cung-tieng-trung-co-ban-xvi6032341
