stt,tên việc,link
1,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
2,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
4,Kỹ Sư Thi Công Điện M&E,https://vn.joboko.com/viec-lam-ky-su-thi-cong-dien-m-e-xvi6084387
5,CHUYÊN VIÊN DIGITAL,https://vn.joboko.com/viec-lam-chuyen-vien-digital-xvi6115409
6,[Thái Bình] Cán Bộ Trắc Đạc,https://vn.joboko.com/viec-lam-thai-binh-can-bo-trac-dac-xvi6081843
7,Kỹ Sư Điện,https://vn.joboko.com/viec-lam-ky-su-dien-xvi6078952
8,Quản Lý Sản Xuất - Ngành Nghề Điện Tử SMT,https://vn.joboko.com/viec-lam-quan-ly-san-xuat-nganh-nghe-dien-tu-smt-xvi6018105
9,Nhân Viên Agency (Quản Lý Idol Và Vận Hành Livestream),https://vn.joboko.com/viec-lam-nhan-vien-agency-quan-ly-idol-va-van-hanh-livestream-xvi6070718
10,Nhân Viên IT,https://vn.joboko.com/viec-lam-nhan-vien-it-xvi6095396
11,MEP Engineer (Kỹ Sư Cơ Điện),https://vn.joboko.com/viec-lam-mep-engineer-ky-su-co-dien-xvi6008785
12,Kĩ Sư RD,https://vn.joboko.com/viec-lam-ki-su-rd-xvi6103078
13,Kỹ Thuật SMT - Điện Tử,https://vn.joboko.com/viec-lam-ky-thuat-smt-dien-tu-xvi6111468
14,Kỹ Sư M&E,https://vn.joboko.com/viec-lam-ky-su-m-e-xvi6100700
15,Kỹ Sư Cơ Điện (M&E),https://vn.joboko.com/viec-lam-ky-su-co-dien-m-e-xvi6107009
16,Trợ Lý Kỹ Sư Quy Trình RD,https://vn.joboko.com/viec-lam-tro-ly-ky-su-quy-trinh-rd-xvi6093294
17,Kỹ Sư Thiết Kế Điện,https://vn.joboko.com/viec-lam-ky-su-thiet-ke-dien-xvi6100887
18,Kỹ Sư Cơ Điện (M&E),https://vn.joboko.com/viec-lam-ky-su-co-dien-m-e-xvi6003939
19,"Thiết Kế Tủ Điện ( Tủ Động Lực, Trung Và Hạ Thế)",https://vn.joboko.com/viec-lam-thiet-ke-tu-dien-tu-dong-luc-trung-va-ha-the-xvi6068785
20,Trợ Lý Kỹ Sư Hệ Thống,https://vn.joboko.com/viec-lam-tro-ly-ky-su-he-thong-xvi6092962
21,Nhân Viên Lắp Đặt - Bảo Hành Thiết Bị Điện,https://vn.joboko.com/viec-lam-nhan-vien-lap-dat-bao-hanh-thiet-bi-dien-xvi6017326
22,[THÁI BÌNH] CHUYÊN VIÊN KINH DOANH,https://vn.joboko.com/viec-lam-thai-binh-chuyen-vien-kinh-doanh-xvi6039966
23,NHÂN VIÊN TƯ VẤN,https://vn.joboko.com/viec-lam-thai-binh-nhan-vien-tu-van-xvi5770036
