stt,tên việc,link
1,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
2,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
4,Nhân viên Kinh doanh thị trường,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-thi-truong-xvi6069838
5,Nhân viên Kinh doanh,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-xvi5891654
6,Nhân Viên Nghiên Cứu Điện Tử Viễn Thông,https://vn.joboko.com/viec-lam-nhan-vien-nghien-cuu-dien-tu-vien-thong-xvi6090773
7,Trưởng Phòng Kỹ Thuật,https://vn.joboko.com/viec-lam-truong-phong-ky-thuat-xvi6114717
8,"Nhân Viên Bảo Trì Điện, Điện Lạnh",https://vn.joboko.com/viec-lam-nhan-vien-bao-tri-dien-dien-lanh-xvi6065312
9,KỸ SƯ LẬP TRÌNH CNC,https://vn.joboko.com/viec-lam-ky-su-lap-trinh-cnc-xvi6103627
10,"Kỹ Sư Điện/Cấp Thoát Nước (Công Trường), Mức Lương 15-22 Triệu",https://vn.joboko.com/viec-lam-ky-su-dien-cap-thoat-nuoc-cong-truong-muc-luong-15-22-trieu-xvi6070983
11,Nhân Viên Cơ Điện - Cơ,https://vn.joboko.com/viec-lam-nhan-vien-co-dien-co-xvi6102789
12,Chuyên Viên Kinh Doanh Dự Án,https://vn.joboko.com/viec-lam-chuyen-vien-kinh-doanh-du-an-xvi6099839
13,Kỹ Sư IT Network,https://vn.joboko.com/viec-lam-ky-su-it-network-xvi6103351
14,Trưởng Phòng PE,https://vn.joboko.com/viec-lam-truong-phong-pe-xvi6109225
