stt,tên việc,link
1,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
2,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
4,Kỹ Sư Điện - Tự Động Hóa (Thu Nhập 12 - 17M/Tháng),https://vn.joboko.com/viec-lam-ky-su-dien-tu-dong-hoa-thu-nhap-12-17m-thang-xvi5980525
5,[HN] Business Analyst (FP&A/FC/MIS),https://vn.joboko.com/viec-lam-hn-business-analyst-fp-a-fc-mis-xvi6111012
6,Business Development Team Leader,https://vn.joboko.com/viec-lam-business-development-team-leader-xvi6087716
7,NHÂN VIÊN MARKETING & IT,https://vn.joboko.com/viec-lam-nhan-vien-marketing-it-xvi5844416
8,Nhân Viên Hệ Thống ( IT),https://vn.joboko.com/viec-lam-nhan-vien-he-thong-it-xvi6101320
9,"NHÂN VIÊN KỸ THUẬT LẮP ĐẶT THIẾT BỊ GPS, CAMERA HÀNH TRÌNH _ Hải Phòng (Không Yêu Cầu Kinh Nghiệm)",https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-lap-dat-thiet-bi-gps-camera-hanh-trinh-hai-phong-khong-yeu-cau-kinh-nghiem-xvi5980303
10,Nhân Viên Kỹ Thuật Viễn Thông,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-vien-thong-xvi6079843
11,"Kỹ Sư Chuẩn Bị Xe Thử Nghiệm - Mảng Automotive (Làm Việc Tại Hải Phòng; Kinh Nghiệm Quản Lý Dự Án, Sản Xuất, Vận Hành; Tiếng Anh Giao Tiếp Tốt)",https://vn.joboko.com/viec-lam-ky-su-chuan-bi-xe-thu-nghiem-mang-automotive-lam-viec-tai-hai-phong-kinh-nghiem-quan-ly-du-an-san-xuat-van-hanh-tieng-anh-giao-tiep-tot-xvi6100768
