stt,tên việc,link
1,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
2,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
4,"Kỹ Sư Lập Trình PLC (Làm Việc Tại Hà Nội, Dự Án Kim Long Motor Huế, Dự Án Vinfast Hải Phòng)",https://vn.joboko.com/viec-lam-ky-su-lap-trinh-plc-lam-viec-tai-ha-noi-du-an-kim-long-motor-hue-du-an-vinfast-hai-phong-xvi5984918
5,Kỹ Thuật Vận Hành Máy Nghiền Sàng,https://vn.joboko.com/viec-lam-ky-thuat-van-hanh-may-nghien-sang-xvi6082310
6,"Nhân Viên Kinh Doanh Phần Mềm Quản Lý Bán Hàng (Thu Nhập 15-30tr/Tháng, Không Yêu Cầu Kinh Nghiệm)",https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-phan-mem-quan-ly-ban-hang-thu-nhap-15-30tr-thang-khong-yeu-cau-kinh-nghiem-xvi6019252
7,.Net/C#/Asp.Net/C++ Developer - Chi nhánh Huế,https://vn.joboko.com/viec-lam-net-c-asp-net-c-developer-chi-nhanh-hue-xvi6090729
8,Cộng Tác Viên Kinh Doanh Phần Mềm Menu Điện Tử,https://vn.joboko.com/viec-lam-cong-tac-vien-kinh-doanh-phan-mem-menu-dien-tu-xvi6078453
9,Nhân Viên Agency (Quản Lý Idol Và Vận Hành Livestream),https://vn.joboko.com/viec-lam-nhan-vien-agency-quan-ly-idol-va-van-hanh-livestream-xvi6070718
10,Kỹ Sư Cơ Điện (Thu Nhập 13 - 17 Triệu),https://vn.joboko.com/viec-lam-ky-su-co-dien-thu-nhap-13-17-trieu-xvi6062102
