stt,tên việc,link
1,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
2,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
4,TUYỂN DỤNG LẬP TRÌNH VIÊN MOBILE YÊU CẦU PYTHON/ DJANGO,https://vn.joboko.com/viec-lam-tuyen-dung-lap-trinh-vien-mobile-yeu-cau-python-django-xvi6110901
5,Nhân viên Kinh doanh,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-xvi5891654
6,Senior Business Development (ESG service),https://vn.joboko.com/viec-lam-senior-business-development-esg-service-xvi6101362
7,Giám Sát Hiện Trường Cơ Điện,https://vn.joboko.com/viec-lam-giam-sat-hien-truong-co-dien-xvi6117030
8,IT Manager (CCNA/CCNP/MCSE),https://vn.joboko.com/viec-lam-it-manager-ccna-ccnp-mcse-xvi6076872
9,Kỹ Sư Cơ Điện,https://vn.joboko.com/viec-lam-ky-su-co-dien-xvi6087104
10,Assistant IT Manager (Transporation Management System),https://vn.joboko.com/viec-lam-assistant-it-manager-transporation-management-system-xvi6073945
11,Purification Engineer,https://vn.joboko.com/viec-lam-purification-engineer-xvi6050669
12,"Kỹ Sư Kinh Doanh Tự Động Hoá/Sales Engineer - Làm Việc Tại Hà Nội, Hồ Chí Minh",https://vn.joboko.com/viec-lam-ky-su-kinh-doanh-tu-dong-hoa-sales-engineer-lam-viec-tai-ha-noi-ho-chi-minh-xvi5949843
