stt,tên việc,link
1,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
2,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
4,Nhân Viên IT,https://vn.joboko.com/viec-lam-nhan-vien-it-xvi6077049
5,Nhân Viên Agency (Quản Lý Idol Và Vận Hành Livestream),https://vn.joboko.com/viec-lam-nhan-vien-agency-quan-ly-idol-va-van-hanh-livestream-xvi6070718
6,Kỹ Sư Cơ Điện (Thu Nhập 13 - 17 Triệu),https://vn.joboko.com/viec-lam-ky-su-co-dien-thu-nhap-13-17-trieu-xvi6062102
7,CTV Kinh Doanh - Loa Thanh Toán MBBank,https://vn.joboko.com/viec-lam-ctv-kinh-doanh-loa-thanh-toan-mbbank-xvi6070948
8,Graphic Designer,https://vn.joboko.com/viec-lam-graphic-designer-xvi6075651
9,Chỉ Huy Trưởng Ngành Điện- Điện Lạnh,https://vn.joboko.com/viec-lam-chi-huy-truong-nganh-dien-dien-lanh-xvi6016097
10,Kỹ Sư Điện,https://vn.joboko.com/viec-lam-ky-su-dien-xvi5877757
11,Trưởng Ca Vận Hành NM Điện Gió,https://vn.joboko.com/viec-lam-truong-ca-van-hanh-nm-dien-gio-xvi6104725
12,QA Manager (May Mặc),https://vn.joboko.com/viec-lam-qa-manager-may-mac-xvi6108771
13,Kỹ Sư Điện,https://vn.joboko.com/viec-lam-ky-su-dien-xvi6075704
14,Nhân Viên Giám Sát - Bảo Trì Hệ Thống Thu Phí (Bình Thuận),https://vn.joboko.com/viec-lam-nhan-vien-giam-sat-bao-tri-he-thong-thu-phi-binh-thuan-xvi6065920
15,Giám Sát Mep,https://vn.joboko.com/viec-lam-giam-sat-mep-xvi6104463
16,Nhân Viên Tư Vấn Bán Hàng Tại Lagi- Bình Thuận,https://vn.joboko.com/viec-lam-nhan-vien-tu-van-ban-hang-tai-lagi-binh-thuan-xvi5984956
17,Nhân Viên Kỹ Thuật,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-xvi6104461
18,Nhân viên Kỹ Thuật Phần Mềm,https://vn.joboko.com/viec-lam-cellphones-nhan-vien-ky-thuat-phan-mem-xvi4487263
19,Chuyên Viên Kinh Doanh Phần Mềm - Được Đào Tạo,https://vn.joboko.com/viec-lam-chuyen-vien-kinh-doanh-phan-mem-duoc-dao-tao-xvi6029370
20,D365 Business Central & Power Platform Developer,https://vn.joboko.com/viec-lam-d365-business-central-power-platform-developer-xvi6064390
21,Nhân Viên Bảo Hành Bảo Trì Ghế Massage Kingsport,https://vn.joboko.com/viec-lam-nhan-vien-bao-hanh-bao-tri-ghe-massage-kingsport-xvi6088073
