stt,tên việc,link
1,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
2,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
4,Nhân viên kỹ thuật Lao động phổ thông,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-lao-dong-pho-thong-xvi6083854
5,Nhân Viên Kỹ Thuật Và Bảo Trì,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-va-bao-tri-xvi6116028
6,Kỹ Sư Phần Mềm (Tiếng Trung),https://vn.joboko.com/viec-lam-ky-su-phan-mem-tieng-trung-xvi6033416
7,Garment Development Merchandiser,https://vn.joboko.com/viec-lam-garment-development-merchandiser-xvi6085230
8,Sales & Marketing - Lương Cứng 15M - 25M,https://vn.joboko.com/viec-lam-sales-marketing-luong-cung-15m-25m-xvi6074460
9,NHÂN VIÊN KỸ THUẬT GPS - Khu Vực TP Bắc Ninh (Thu nhập 9-15tr/tháng),https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-gps-khu-vuc-tp-bac-ninh-thu-nhap-9-15tr-thang-xvi5973939
10,"Nhân Viên Vận Hành Máy, Không Yêu Cầu Kinh Nghiệm (Từ Trung Cấp Trở Lên)-Làm Việc Tại Bắc Ninh",https://vn.joboko.com/viec-lam-nhan-vien-van-hanh-may-khong-yeu-cau-kinh-nghiem-tu-trung-cap-tro-len-lam-viec-tai-bac-ninh-xvi5969035
11,Nhân Viên Kinh Doanh,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-xvi6062714
