stt,tên việc,link
1,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-thu-nhap-upto-20-trieu-xvi6117106
2,Quản Lý Dự Án Phần Mềm Tiếng Nhật N2 - Có thể làm việc Remote,https://vn.joboko.com/viec-lam-quan-ly-du-an-yeu-cau-tieng-nhat-n2-xvi6104027
3,Giáo Viên Tiếng Anh Online - Thu Nhập Upto 20 Triệu,https://vn.joboko.com/viec-lam-giao-vien-tieng-anh-online-xvi6041713
4,Kỹ Sư Điện- Chuyên Thiết Kế Sản Xuất Tủ Điện,https://vn.joboko.com/viec-lam-ky-su-dien-chuyen-thiet-ke-san-xuat-tu-dien-xvi6070002
5,Nhân Viên Kỹ Thuật,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-xvi6077244
6,Sales & Marketing - Lương Cứng 15M - 25M,https://vn.joboko.com/viec-lam-sales-marketing-luong-cung-15m-25m-xvi6074460
7,NHÂN VIÊN IT - PHẦN CỨNG,https://vn.joboko.com/viec-lam-nhan-vien-it-phan-cung-xvi5970061
8,Trưởng Nhóm Kinh Doanh Phần Mềm Ô Tô (Leader Sale),https://vn.joboko.com/viec-lam-truong-nhom-kinh-doanh-phan-mem-o-to-leader-sale-xvi6017839
9,Giảng Viên Công Nghệ Thông Tin,https://vn.joboko.com/viec-lam-giang-vien-cong-nghe-thong-tin-xvi5784923
10,Nhân Viên Phát Triển Phần Mềm (F/W) - (Topk - Làm Việc Hà Nội - Vĩnh Phúc ),https://vn.joboko.com/viec-lam-nhan-vien-phat-trien-phan-mem-f-w-topk-lam-viec-ha-noi-vinh-phuc-xvi6016055
11,[Vĩnh Phúc] Nhân Viên Kinh Doanh,https://vn.joboko.com/viec-lam-vinh-phuc-nhan-vien-kinh-doanh-xvi6023551
12,Kỹ Sư AI,https://vn.joboko.com/viec-lam-ky-su-ai-xvi5878445
13,Nhân Viên Kinh Doanh Kỹ Thuật - Sales Engineer,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-ky-thuat-sales-engineer-xvi6079139
14,Nhân Viên Media,https://vn.joboko.com/viec-lam-nhan-vien-media-xvi6054755
15,Golden Lake - Trong khuôn viên khách sạn Westlake Tuyển dụng Nhiều vị trí,https://vn.joboko.com/viec-lam-golden-lake-trong-khuon-vien-khach-san-westlake-tuyen-dung-nhieu-vi-tri-xvi6109238
16,Nhân Viên Agency (Quản Lý Idol Và Vận Hành Livestream),https://vn.joboko.com/viec-lam-nhan-vien-agency-quan-ly-idol-va-van-hanh-livestream-xvi6070718
17,Kỹ Sư Chất Lượng - Quality Engineer,https://vn.joboko.com/viec-lam-ky-su-chat-luong-quality-engineer-xvi6058244
18,Kỹ Sư Lập Trình PLC,https://vn.joboko.com/viec-lam-ky-su-lap-trinh-plc-xvi6103284
19,Nhân Viên Media ( Quay Dựng Tiktok),https://vn.joboko.com/viec-lam-nhan-vien-media-quay-dung-tiktok-xvi5948034
20,Nhân Viên IT Helpdesk,https://vn.joboko.com/viec-lam-nhan-vien-it-helpdesk-xvi6061000
21,NHÂN VIÊN KỸ THUẬT PHÁT TRIỂN,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-phat-trien-xvi6066662
22,Kỹ Sư Cơ Điện Hiện Trường,https://vn.joboko.com/viec-lam-ky-su-co-dien-hien-truong-xvi5821584
23,QA Engineer,https://vn.joboko.com/viec-lam-qa-engineer-xvi6108817
24,Nhân Viên IT Helpdesk,https://vn.joboko.com/viec-lam-nhan-vien-it-helpdesk-xvi5890916
25,Senior Full-stack Web Developer,https://vn.joboko.com/viec-lam-senior-full-stack-web-developer-xvi5716946
26,NHÂN VIÊN IT,https://vn.joboko.com/viec-lam-nhan-vien-it-xvi6096487
27,Nhân Viên Tư Vấn Phần Mềm Trực Tiếp,https://vn.joboko.com/viec-lam-nhan-vien-tu-van-phan-mem-truc-tiep-xvi6073522
28,"Công ty TNHH Japfa Comfeed Việt Nam Tuyển Nhân viên cơ điện bảo trì ca, Nhân viên IT",https://vn.joboko.com/viec-lam-cong-ty-tnhh-japfa-comfeed-viet-nam-tuyen-nhan-vien-co-dien-bao-tri-ca-nhan-vien-it-xvi5138328
29,Nhân Viên Nhập Dữ Liệu Phần Mềm SAP,https://vn.joboko.com/viec-lam-nhan-vien-nhap-du-lieu-phan-mem-sap-xvi5843079
30,Nhân Viên Tư Vấn - Phần Mềm Top 1,https://vn.joboko.com/viec-lam-nhan-vien-tu-van-phan-mem-top-1-xvi6061399
31,Chuyên Viên Tư Vấn Phần Mềm KiotViet,https://vn.joboko.com/viec-lam-chuyen-vien-tu-van-phan-mem-kiotviet-xvi6061398
32,Nhân Viên Phân Tích Dữ Liệu,https://vn.joboko.com/viec-lam-nhan-vien-phan-tich-du-lieu-onsite-xvi5265702
33,Chuyên Viên Kinh Doanh - Phát Triển Thị Trường,https://vn.joboko.com/viec-lam-chuyen-vien-kinh-doanh-phat-trien-thi-truong-xvi6060438
