stt,tên việc,link
15,Chỉ Huy Phó Cơ Điện,https://vn.joboko.com/viec-lam-chi-huy-pho-co-dien-xvi6073498
16,Chuyên Viên/Chuyên Viên Cao Cấp Phát Triển Sản Phẩm Khách Hàng Doanh Nghiệp - Hội Sở Hà Đông,https://vn.joboko.com/viec-lam-chuyen-vien-chuyen-vien-cao-cap-phat-trien-san-pham-khach-hang-doanh-nghiep-hoi-so-ha-dong-xvi6098775
17,Chỉ Huy Phó Cơ Điện,https://vn.joboko.com/viec-lam-chi-huy-pho-co-dien-xvi6071736
18,Nhân Viên QA/QC,https://vn.joboko.com/viec-lam-nhan-vien-qa-qc-xvi6005989
19,Chỉ Huy Trưởng Cơ Điện,https://vn.joboko.com/viec-lam-chi-huy-truong-co-dien-xvi6077536
20,Nhân Viên Kỹ Thuật Bảo Hành,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-bao-hanh-xvi6083221
21,Nhân Viên Kỹ Thuật Bảo Hành,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-bao-hanh-xvi6089519
22,Chỉ Huy Trưởng Cơ Điện,https://vn.joboko.com/viec-lam-chi-huy-truong-co-dien-xvi6077532
23,Chỉ Huy Phó Cơ Điện,https://vn.joboko.com/viec-lam-chi-huy-pho-co-dien-xvi6071747
24,"Nhân Viên Kinh Doanh Phần Mềm Quản Lý Bán Hàng (Thu Nhập 15-30tr/Tháng, Không Yêu Cầu Kinh Nghiệm)",https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-phan-mem-quan-ly-ban-hang-thu-nhap-15-30tr-thang-khong-yeu-cau-kinh-nghiem-xvi6019252
25,Nhân Viên Tư Vấn Bán Hàng- Kế Toán,https://vn.joboko.com/viec-lam-nhan-vien-tu-van-ban-hang-ke-toan-xvi5867905
26,Nhân Viên Kỹ Thuật,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-xvi6096486
27,Nhân Viên Kỹ Thuật Điện Nhẹ,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-dien-nhe-xvi6104365
28,Chuyên Viên IT Helpdesk,https://vn.joboko.com/viec-lam-chuyen-vien-it-helpdesk-xvi6059318
29,Nhân Viên Agency (Quản Lý Idol Và Vận Hành Livestream),https://vn.joboko.com/viec-lam-nhan-vien-agency-quan-ly-idol-va-van-hanh-livestream-xvi6070718
30,Kỹ Sư Quản Lý Tinh Gọn Cấp Cao_ 02 Năm Kinh Nghiệm _ Thu Nhập Up To 50M++ _ Đi Làm Ngay Tại Quảng Yên - Quảng Ninh,https://vn.joboko.com/viec-lam-ky-su-quan-ly-tinh-gon-cap-cao-02-nam-kinh-nghiem-thu-nhap-up-to-50m-di-lam-ngay-tai-quang-yen-quang-ninh-xvi6087421
31,[ Hot Job ] Nhân Viên IT,https://vn.joboko.com/viec-lam-hot-job-nhan-vien-it-xvi5958308
32,Nhân Viên Bảo Trì Sửa Chữa Điện,https://vn.joboko.com/viec-lam-nhan-vien-bao-tri-sua-chua-dien-xvi6060510
33,"Kỹ Sư Điện, Điện Tử Viễn Thông",https://vn.joboko.com/viec-lam-ky-su-dien-dien-tu-vien-thong-xvi6001145
34,Trưởng Phòng Giải Pháp & Dịch Vụ Kỹ Thuật,https://vn.joboko.com/viec-lam-truong-phong-giai-phap-dich-vu-ky-thuat-xvi6029712
35,Nhân Viên Kinh Doanh,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-xvi6080060
36,Nhân Viên Kỹ Thuật Cơ Điện Và Năng Lượng,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-co-dien-va-nang-luong-xvi5907132
37,Nhân Viên Kỹ Thuật,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-xvi6043752
38,QC / Tester (Manual & Automation),https://vn.joboko.com/viec-lam-qc-tester-manual-automation-xvi6107705
39,Chỉ Huy Phó Cơ Điện,https://vn.joboko.com/viec-lam-chi-huy-pho-co-dien-xvi6077534
40,Chỉ Huy Trưởng Cơ Điện,https://vn.joboko.com/viec-lam-chi-huy-truong-co-dien-xvi6074561
41,Kỹ Sư Giám Sát Cơ Điện,https://vn.joboko.com/viec-lam-ky-su-giam-sat-co-dien-xvi5993785
42,"Middle Mobile Dev React Native, Typescript, Redux",https://vn.joboko.com/viec-lam-middle-mobile-dev-react-native-typescript-redux-xvi6101482
43,Quản Lý Dự Án Kết Cấu Thép,https://vn.joboko.com/viec-lam-quan-ly-du-an-ket-cau-thep-xvi6011085
44,Giám Sát Thi Công Hệ Cơ Điện,https://vn.joboko.com/viec-lam-giam-sat-thi-cong-he-co-dien-xvi6102736
45,Kỹ Sư Cơ Điện (M&E),https://vn.joboko.com/viec-lam-ky-su-co-dien-m-e-xvi6003939
46,Kỹ Sư IT,https://vn.joboko.com/viec-lam-ky-su-it-xvi6013724
47,Chỉ Huy Trưởng Cơ Điện,https://vn.joboko.com/viec-lam-chi-huy-truong-co-dien-xvi6073509
48,Nhân Viên Tư Vấn Phần Mềm Trực Tiếp,https://vn.joboko.com/viec-lam-nhan-vien-tu-van-phan-mem-truc-tiep-xvi6073522
49,Nhân Viên Lắp Đặt - Bảo Hành Thiết Bị Điện,https://vn.joboko.com/viec-lam-nhan-vien-lap-dat-bao-hanh-thiet-bi-dien-xvi6017326
50,Chuyên Viên Kinh Doanh Phát Triển Thị Trường,https://vn.joboko.com/viec-lam-chuyen-vien-kinh-doanh-phat-trien-thi-truong-xvi6075026
51,Nhân Viên Kinh Doanh - Quảng Bình/Quảng Trị,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-quang-binh-quang-tri-xvi5360137
52,Chỉ Huy Phó Cơ Điện,https://vn.joboko.com/viec-lam-chi-huy-pho-co-dien-xvi6074557
53,Chỉ Huy Trưởng Cơ Điện,https://vn.joboko.com/viec-lam-chi-huy-truong-co-dien-xvi6074562
54,Công Nhân Bảo Trì Điện,https://vn.joboko.com/viec-lam-cong-nhan-bao-tri-dien-xvi6089850
55,Chỉ Huy Phó Cơ Điện,https://vn.joboko.com/viec-lam-chi-huy-pho-co-dien-xvi6077877
56,Nhân Viên Kinh Doanh - Sản Phẩm Uy Tín Thị Trường,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-san-pham-uy-tin-thi-truong-xvi6065580
57,Chỉ Huy Trưởng Cơ Điện,https://vn.joboko.com/viec-lam-chi-huy-truong-co-dien-xvi6073518
